ZIP File,Permissions,File System,Network,Rendering,User Interaction
limaaifmadohceoiadbmpdoiepcpopfd_1.0.0.zip,[],{},{},"{""setTimeout"": 18, ""document.createElement"": 15, ""document.getElementById"": 3, ""setInterval"": 2, ""document.querySelector"": 1, ""new MutationObserver"": 1, ""chrome.tabs.create"": 1}","{""addEventListener"": 19}"
jodbgbjdjpalpiifccoffjngicjlhdeo_3.0.zip,"[""tabs"", ""webNavigation""]",{},{},{},"{""addEventListener"": 1}"
ocfoopepnfhekgkgmajjhadccliepfjh_1.0.zip,"[""tabs"", ""contextMenus"", ""storage"", ""tabGroups"", ""notifications""]",{},"{""fetch"": 1}","{""document.getElementById"": 7, ""setTimeout"": 2, ""chrome.notifications.create"": 1}","{""chrome.contextMenus.create"": 3, ""addEventListener"": 3}"
dolkcjjogomocgkbmghoogemfnkafmml_1.0.zip,"[""downloads"", ""storage"", ""contextMenus""]","{""new Blob"": 2, ""indexedDB.open"": 2, ""file.name"": 1, ""file.type"": 1, ""navigator.clipboard.readText"": 1}","{""fetch"": 8, ""new XMLHttpRequest"": 6}","{""document.getElementById"": 15, ""chrome.tabs.create"": 3, ""setTimeout"": 3, ""document.querySelector"": 3, ""document.createElement"": 1, ""chrome.windows.create"": 1}","{""addEventListener"": 12, ""chrome.contextMenus.create"": 4, ""window.prompt"": 3, ""chrome.permissions.request"": 2}"
gfgoapafednjnaeakahmjflbokgllcom_1.0.0.zip,"[""identity"", ""tabs"", ""storage"", ""downloads""]","{""new Blob"": 33, ""localStorage.setItem"": 12, ""localStorage.getItem"": 12, ""navigator.clipboard.readText"": 4, ""navigator.clipboard.writeText"": 4, ""file.name"": 3}","{""fetch"": 579, ""new XMLHttpRequest"": 15, ""new WebSocket"": 3}","{""setTimeout"": 236, ""document.createElement"": 78, ""document.querySelector"": 35, ""setInterval"": 18, ""new MutationObserver"": 16, ""document.getElementById"": 9, ""window.open"": 2}","{""addEventListener"": 259}"
edcebjbpihembjfeogmjamkphfhldnln_1.0.5.zip,"[""contextMenus"", ""webRequest""]","{""indexedDB.open"": 6, ""new Blob"": 4, ""store.put"": 3, ""file.size"": 3, ""document.cookie"": 2}","{""fetch"": 245, ""new XMLHttpRequest"": 3, ""navigator.sendBeacon"": 2}","{""document.createElement"": 64, ""setTimeout"": 37, ""canvas.getContext"": 15, ""element.style"": 8, ""setInterval"": 7, ""window.open"": 4, ""document.querySelector"": 3, ""chrome.tabs.create"": 2}","{""addEventListener"": 120, ""chrome.contextMenus.create"": 2}"
ckiepllbajgkdpilpkbangoaiooljmlh_1.1.0.zip,[],"{""document.cookie"": 2, ""new Blob"": 1}","{""new XMLHttpRequest"": 1}","{""setTimeout"": 16, ""document.createElement"": 2, ""chrome.tabs.create"": 1, ""setInterval"": 1}","{""addEventListener"": 11}"
clenhohoikbnldhfohokognnhjpdbdcj_1.0.zip,"[""contextMenus"", ""activeTab"", ""scripting""]","{""navigator.clipboard.writeText"": 4}","{""fetch"": 2}","{""setTimeout"": 12, ""document.createElement"": 5, ""document.querySelector"": 3, ""document.getElementById"": 1, ""setInterval"": 1}","{""addEventListener"": 17, ""chrome.contextMenus.create"": 3}"
dhkkmianfbjhoamdnbdcddphobjgchlo_0.0.1.zip,"[""webNavigation""]",{},{},{},{}
iomlailejogiahpdlmckpjdkipgpfccm_0.0.2.zip,"[""storage"", ""activeTab"", ""scripting""]","{""localStorage.getItem"": 2, ""indexedDB.open"": 1, ""localStorage.setItem"": 1}","{""fetch"": 49}","{""setTimeout"": 19, ""document.createElement"": 8, ""document.querySelector"": 4, ""window.open"": 3, ""document.getElementById"": 2, ""new MutationObserver"": 2, ""chrome.tabs.create"": 1}","{""addEventListener"": 22}"
flnpgodgmohigcnghfdanmgfiehekpbl_0.2.2.zip,"[""sidePanel""]",{},{},"{""document.getElementById"": 5, ""document.querySelector"": 1, ""element.style"": 1, ""new MutationObserver"": 1}","{""addEventListener"": 1}"
ldiomfphlcflnopbpkbgdkfjckenjllg_1.0.0.zip,"[""tabs"", ""downloads"", ""notifications""]",{},{},"{""document.getElementById"": 6, ""chrome.notifications.create"": 1, ""document.createElement"": 1}","{""addEventListener"": 4}"
lkohdnochhmepplamlachopogndhkghm_1.0.1.zip,"[""activeTab"", ""scripting"", ""downloads""]","{""navigator.clipboard.writeText"": 2, ""new Blob"": 1}",{},"{""document.createElement"": 2, ""document.getElementById"": 1, ""setTimeout"": 1, ""document.querySelector"": 1}","{""addEventListener"": 8}"
oiiibomijlgfcndaifaknhakkmbaokja_2.0.2.zip,"[""tabs"", ""<all_urls>"", ""background"", ""storage""]",{},{},"{""setTimeout"": 6, ""document.getElementById"": 2, ""chrome.tabs.executeScript"": 2, ""document.createElement"": 1, ""setInterval"": 1, ""chrome.tabs.create"": 1}","{""addEventListener"": 14}"
lplldaggijgakophcldheecccfppaojh_1.2.zip,"[""activeTab"", ""storage""]",{},{},"{""document.querySelector"": 2, ""element.style"": 2, ""new MutationObserver"": 1, ""document.getElementById"": 1}","{""addEventListener"": 2}"
aibemkflighjgchjmikiljjagkjbmjbg_2.0.6.zip,"[""tabs"", ""activeTab"", ""storage"", ""scripting"", ""notifications""]",{},"{""fetch"": 36}","{""document.getElementById"": 40, ""document.createElement"": 17, ""setTimeout"": 16, ""document.querySelector"": 4, ""chrome.notifications.create"": 2, ""setInterval"": 1, ""chrome.tabs.create"": 1, ""new MutationObserver"": 1}","{""addEventListener"": 30}"
flbjnmpmnemonehebikfcaofhikbgkim_0.0.3.4.zip,"[""storage""]",{},"{""fetch"": 32}","{""document.querySelector"": 34, ""setTimeout"": 2, ""window.open"": 1, ""document.createElement"": 1, ""document.getElementById"": 1}","{""addEventListener"": 7}"
jnlcaafpjjjackeepnigcihljiplfdjj_1.1.0.zip,"[""activeTab""]","{""localStorage.setItem"": 3, ""localStorage.getItem"": 1}",{},"{""document.getElementById"": 4, ""document.querySelector"": 1, ""setTimeout"": 1, ""chrome.tabs.create"": 1}","{""addEventListener"": 4}"
kajhgninpebhbfbhkpfpnpcgcoddffhn_1.0.16.zip,"[""storage"", ""activeTab""]","{""navigator.clipboard.readText"": 2}","{""fetch"": 1}","{""setTimeout"": 27, ""document.querySelector"": 16, ""document.createElement"": 14, ""document.getElementById"": 8, ""new MutationObserver"": 3, ""chrome.tabs.create"": 1, ""window.open"": 1}","{""addEventListener"": 42}"
fiflkiadhaoclmlhgbgfkajjhalhlogl_0.0.24.zip,"[""scripting"", ""tabs"", ""tabs"", ""tabGroups""]",{},"{""fetch"": 14}","{""setTimeout"": 8, ""document.createElement"": 6, ""document.querySelector"": 1, ""document.getElementById"": 1, ""new MutationObserver"": 1}","{""addEventListener"": 6}"
jckaoogcemcamgnlpmeiahcmkajgljfc_1.0.0.zip,"[""storage""]",{},{},"{""document.createElement"": 5, ""document.getElementById"": 5, ""setInterval"": 2}","{""addEventListener"": 3}"
njlcmckkafaiommannebojjolbimjmjm_0.0.0.1.zip,"[""activeTab"", ""storage""]",{},{},"{""document.getElementById"": 8, ""document.createElement"": 3, ""setTimeout"": 1, ""setInterval"": 1}","{""addEventListener"": 4}"
hndgcbemekkbejllnlicneppobmikomb_1.0.1.zip,"[""tabs"", ""storage""]",{},"{""fetch"": 2}","{""document.createElement"": 66, ""setTimeout"": 62, ""document.getElementById"": 25, ""document.querySelector"": 24, ""new MutationObserver"": 4, ""setInterval"": 3, ""element.innerHTML"": 1}","{""addEventListener"": 65}"
ghfniojejmhmdkfifaggaehmgjioeifa_4.0.0.zip,"[""storage""]",{},"{""fetch"": 18}","{""document.querySelector"": 6, ""setTimeout"": 3, ""document.getElementById"": 2, ""document.createElement"": 2, ""chrome.tabs.create"": 2, ""new MutationObserver"": 1}","{""addEventListener"": 7}"
hiofhlhdcjhcajhdklfkpbgldofmdgbi_0.1.2.zip,"[""storage"", ""https://dolarapi.com/v1/dolares""]","{""sessionStorage.setItem"": 1, ""sessionStorage.getItem"": 1}","{""fetch"": 2}","{""document.getElementById"": 5, ""document.querySelector"": 1}","{""addEventListener"": 1}"
ijoalepbombfcdaboppdbbcjppjedkmd_1.0.zip,"[""activeTab"", ""downloads""]",{},"{""fetch"": 8}","{""document.getElementById"": 6, ""document.createElement"": 5, ""document.querySelector"": 2, ""canvas.getContext"": 1}","{""addEventListener"": 6}"
pfbjjoahejlmjogponfdpkcfhagmjhnj_2.0.0.zip,"[""storage""]","{""localStorage.setItem"": 1, ""localStorage.getItem"": 1}","{""fetch"": 1}","{""setTimeout"": 11, ""document.createElement"": 5, ""document.getElementById"": 1}","{""addEventListener"": 13}"
gbjpbhbfknfhbebbieakbpggbaeedlgb_2.0.1.zip,"[""storage""]","{""localStorage.getItem"": 2}","{""fetch"": 23}","{""document.getElementById"": 74, ""document.querySelector"": 62, ""setTimeout"": 58, ""document.createElement"": 35, ""new MutationObserver"": 16}","{""addEventListener"": 45}"
olcmglidbbfidmdjgbfndbfhfepoocho_1.2.zip,"[""activeTab""]","{""navigator.clipboard.readText"": 1, ""navigator.clipboard.writeText"": 1}",{},"{""document.createElement"": 3, ""document.querySelector"": 3, ""document.getElementById"": 3, ""new MutationObserver"": 2, ""setTimeout"": 1}","{""addEventListener"": 13}"
aihajkmiomliagcnpdhmobppdpldlkff_1.2.zip,"[""tabs"", ""storage""]",{},{},"{""document.getElementById"": 19, ""document.createElement"": 12, ""setInterval"": 3, ""document.querySelector"": 1}","{""addEventListener"": 15}"
pdhjdplaofbcmngkcihbokcednbgcbkc_3.0.4.zip,"[""storage"", ""tabs""]","{""navigator.clipboard.writeText"": 4}","{""fetch"": 78}","{""document.createElement"": 63, ""setTimeout"": 32, ""document.querySelector"": 13, ""window.open"": 13, ""chrome.tabs.create"": 10, ""document.getElementById"": 3, ""new MutationObserver"": 3, ""setInterval"": 2}","{""addEventListener"": 38}"
pkcpbmoaddhoibllbcpfedmlngebelmf_1.1.zip,"[""activeTab""]","{""new Blob"": 1}",{},"{""document.getElementById"": 3, ""document.createElement"": 2, ""document.querySelector"": 2}","{""addEventListener"": 5}"
cfoccihaknngbcniilfkeebigdnoonnh_1.0.4.zip,"[""activeTab"", ""tabs"", ""unlimitedStorage"", ""storage"", ""notifications"", ""background"", ""debugger""]","{""document.cookie"": 5, ""new Blob"": 5}","{""fetch"": 21, ""new XMLHttpRequest"": 1, ""new WebSocket"": 1}","{""setTimeout"": 36, ""document.createElement"": 16, ""document.querySelector"": 6, ""chrome.windows.create"": 4, ""setInterval"": 3, ""chrome.tabs.create"": 2, ""new MutationObserver"": 2, ""chrome.notifications.create"": 1, ""document.getElementById"": 1}","{""addEventListener"": 62}"
jeakjdljmoleallhfdalipjcffndpank_1.4.zip,"[""activeTab"", ""storage"", ""scripting""]",{},"{""new XMLHttpRequest"": 3}","{""document.getElementById"": 7, ""setTimeout"": 5, ""document.createElement"": 4, ""setInterval"": 1}","{""addEventListener"": 13}"
gdkipieilndfnpifaghpcmaeigdeepcn_1.0.zip,"[""storage"", ""activeTab"", ""bookmarks""]",{},{},"{""document.getElementById"": 4, ""document.createElement"": 1}","{""addEventListener"": 2}"
ancnjjagmiikgcmbofiniaoeajehnlbh_1.0.8.zip,"[""clipboardWrite"", ""storage"", ""tabs""]","{""new Blob"": 2, ""navigator.clipboard.writeText"": 2}","{""fetch"": 12}","{""setTimeout"": 56, ""document.createElement"": 29, ""document.querySelector"": 8, ""setInterval"": 7, ""document.getElementById"": 5, ""new MutationObserver"": 3, ""window.open"": 2}","{""addEventListener"": 85}"
ppjiiokdlmdmiinmlemmlnogioenlila_3.0.0.zip,"[""tabs"", ""scripting"", ""storage"", ""downloads""]","{""new Blob"": 7}","{""fetch"": 37, ""new XMLHttpRequest"": 6}","{""setTimeout"": 106, ""document.createElement"": 36, ""document.querySelector"": 7, ""document.getElementById"": 6, ""setInterval"": 5, ""chrome.tabs.create"": 5, ""new MutationObserver"": 3}","{""addEventListener"": 123, ""window.prompt"": 2}"
kaakokjeclfncoknjhklcpkmkoigpabo_1.0.13.zip,"[""scripting"", ""activeTab""]",{},{},"{""document.getElementById"": 17, ""document.querySelector"": 6, ""document.createElement"": 1, ""setTimeout"": 1, ""setInterval"": 1}","{""addEventListener"": 10}"
gmhjnbhjklnjhkmkjdmfilcmeokahcai_1.0.zip,"[""storage""]",{},{},"{""document.createElement"": 5, ""document.querySelector"": 2, ""document.getElementById"": 2, ""setTimeout"": 1}","{""addEventListener"": 3}"
pamhbkbhhdpaelogkafennlooamdlemh_1.2.zip,"[""activeTab"", ""tabs"", ""<all_urls>""]",{},"{""fetch"": 2, ""new XMLHttpRequest"": 1}","{""document.createElement"": 38, ""setTimeout"": 28, ""document.getElementById"": 6, ""document.querySelector"": 4, ""setInterval"": 4}","{""addEventListener"": 149}"
eapbbcpfmfapokmcohcejhkppfeccaan_1.0.zip,"[""activeTab"", ""https://api.anthropic.com/*"", ""storage""]",{},"{""fetch"": 1}","{""document.getElementById"": 4}","{""addEventListener"": 3}"
djhkkaddmodaajdjmbplpcjjigmlfoce_1.2.zip,"[""clipboardWrite""]","{""navigator.clipboard.writeText"": 1}",{},"{""document.getElementById"": 11, ""setTimeout"": 1}","{""addEventListener"": 4}"
lmaokdhcggdcnnkclkbhenfiefihhebd_0.0.1.zip,"[""contextMenus"", ""system.display"", ""scripting""]",{},{},"{""chrome.windows.create"": 1}","{""chrome.contextMenus.create"": 1, ""addEventListener"": 1}"
mjnkponkkeiiicfjemgpcncnbfnfjghi_1.0.0.zip,"[""activeTab"", ""storage"", ""contextMenus"", ""webRequest"", ""webNavigation""]",{},"{""fetch"": 3, ""chrome.webRequest.onHeadersReceived.addListener"": 1}","{""chrome.tabs.create"": 8, ""document.getElementById"": 6, ""setTimeout"": 1, ""chrome.windows.create"": 1}","{""addEventListener"": 2, ""chrome.contextMenus.create"": 2}"
cinckekemgjoihcpiiaidnpkaniidaof_0.0.1.zip,[],{},{},{},{}
jdkmmjkcmjjhfegmbmaijcnlgkfnfcpm_1.2.zip,"[""storage"", ""declarativeNetRequest"", ""activeTab"", ""tabs""]",{},{},"{""document.getElementById"": 40, ""document.createElement"": 8, ""document.querySelector"": 3, ""chrome.tabs.create"": 2}","{""addEventListener"": 26}"
