Extension Path,Extension ID,Extension Name,Permissions
/home/minhyuk/Desktop/Download_extension/Extensions/productivity/tools/dnailfniiknibefdjdaoinfpjpjknggi_1.1.1.zip,dnailfniiknibefdjdaoinfpjpjknggi,ÚË__õö,"clipboardWrite, clipboardRead, tabs"
/home/minhyuk/Desktop/Download_extension/Extensions/productivity/tools/oigaibkppeamhdagigbnleokjolbdmfa_0.2.7.zip,oigaibkppeamhdagigbnleokjolbdmfa,Ghostype: QuickPrompts for ChatGPT,clipboardRead
/home/minhyuk/Desktop/Download_extension/Extensions/productivity/tools/imknfkidkilkomeomcidnnjojiilaofb_1.0.0.zip,imknfkidkilkomeomcidnnjojiilaofb,Dashboard of Bookmarks,"bookmarks, tabs"
/home/minhyuk/Desktop/Download_extension/Extensions/productivity/communication/iihkgfdilhicabfpjpcoiigmmmpccgoo_1.3.zip,iihkgfdilhicabfpjpcoiigmmmpccgoo,Latimer,clipboardWrite
/home/minhyuk/Desktop/Download_extension/Extensions/make_chrome_yours/accessibility/ldlimjohgodlchaagdhiljpccoohejbk_3.2.0.6.zip,ldlimjohgodlchaagdhiljpccoohejbk,CFCA CertEnrollment.ChinaTRC_V3 Extension,nativeMessaging
/home/minhyuk/Desktop/Download_extension/Extensions/productivity/workflow/leilgdlodkfpinieickphnogonghaocc_5.334.10.742 r5c5fea23.zip,leilgdlodkfpinieickphnogonghaocc,attract.ai,tabs
/home/minhyuk/Desktop/Download_extension/Extensions/productivity/developer/mdplmiioglkpgkdblijgilgebpppgblm_1.98.25.zip,mdplmiioglkpgkdblijgilgebpppgblm,BrowserStack Bug Capture: Report & resolve bugs faster,"webRequest, tabs"
/home/minhyuk/Desktop/Download_extension/Extensions/productivity/tools/pceehdadbjnngdkflkgalipflomjhmei_1.1.zip,pceehdadbjnngdkflkgalipflomjhmei,USO - Ukrainian Support Organizations,cookies
/home/minhyuk/Desktop/Download_extension/Extensions/productivity/workflow/cjgkiokoamefcjjpbhcldneamjoolobp_1.5.2.32.zip,cjgkiokoamefcjjpbhcldneamjoolobp,Asksuite Hotel Chatbot,"webRequest, tabs, webRequestBlocking"
/home/minhyuk/Desktop/Download_extension/Extensions/make_chrome_yours/functionality/nbaipoakdbkpkcfdobmhlchcijhcmmoe_1.0.0.zip,nbaipoakdbkpkcfdobmhlchcijhcmmoe,Copy link to highlight Advanced,clipboardWrite
/home/minhyuk/Desktop/Download_extension/Extensions/productivity/tools/dkonkehmngnpbapnlmjffpjfohbnhmgc_1.0.0.15.zip,dkonkehmngnpbapnlmjffpjfohbnhmgc,Cloud Screen - screenshots quickly,tabs
/home/minhyuk/Desktop/Download_extension/Extensions/lifestyle/fun/fngpcgiklmapjpnkjdjmpgajiijocdkd_3.0.zip,fngpcgiklmapjpnkjdjmpgajiijocdkd,CREAM,tabs
/home/minhyuk/Desktop/Download_extension/Extensions/productivity/workflow/hcegghofkifepkbnjonhfnfaigjnieme_1.5.0.zip,hcegghofkifepkbnjonhfnfaigjnieme,Noteably companion,tabs
/home/minhyuk/Desktop/Download_extension/Extensions/productivity/workflow/cnkaahfnkfaigbdcgcliiecccljnoeom_1.0.1.zip,cnkaahfnkfaigbdcgcliiecccljnoeom,ClicktoCall Extension,tabs
/home/minhyuk/Desktop/Download_extension/Extensions/lifestyle/shopping/pnkmjipifhjeemponlmnjohfgahenifi_1.1.12.zip,pnkmjipifhjeemponlmnjohfgahenifi,9_9øÐ_,tabs
/home/minhyuk/Desktop/Download_extension/Extensions/lifestyle/entertainment/ggomkpgfookijliefcelafogocjlpann_1.3.2.zip,ggomkpgfookijliefcelafogocjlpann,Yandex Music Downloader V3,downloads
/home/minhyuk/Desktop/Download_extension/Extensions/productivity/developer/dbgmmpgmabjfojcomjpoodckbajfclkd_1.1.5.zip,dbgmmpgmabjfojcomjpoodckbajfclkd,Plotline,tabs
/home/minhyuk/Desktop/Download_extension/Extensions/productivity/tools/emcnedanfejbplonenbeoplhlgifdfpj_1.0.zip,emcnedanfejbplonenbeoplhlgifdfpj,Color Code Extractor,clipboardWrite
/home/minhyuk/Desktop/Download_extension/Extensions/productivity/developer/jpijepjflkfojekoipljndehfjepimkn_1.1.zip,jpijepjflkfojekoipljndehfjepimkn,_í¼Ï·_ð¾,"webRequest, webRequestBlocking"
/home/minhyuk/Desktop/Download_extension/Extensions/make_chrome_yours/accessibility/mcebidbgdlfebjbnkkpfbdclngmaando_1.1.2.zip,mcebidbgdlfebjbnkkpfbdclngmaando,æð_éë×ù«Õ«£«ë«¿,tabs
