Extension,Permissions
/home/minhyuk/Desktop/Download_extension/Extensions/productivity/developer/plmhngggnianjfcejkbinoomjpkfokke_1.1.8.zip,None
/home/minhyuk/Desktop/Download_extension/Extensions/lifestyle/fun/gabcdphganlejfjbboobalchcpgokpnn_1.0.2.zip,None
/home/minhyuk/Desktop/Download_extension/Extensions/productivity/tools/eoiiahghbmgfkppafeiekaflfjddgidj_1.0.0.zip,None
/home/minhyuk/Desktop/Download_extension/Extensions/lifestyle/games/ngkmfpglbkjjhgpmonomkcljngokbdaj_0.1.zip,None
/home/minhyuk/Desktop/Download_extension/Extensions/other/gklbnnkcngcmompecipfnjjikidkacbk_1.0.zip,None
/home/minhyuk/Desktop/Download_extension/Extensions/productivity/developer/odjfilmemnpgbgeaojpbojdlmoahdkpe_1.3.zip,None
/home/minhyuk/Desktop/Download_extension/Extensions/lifestyle/fun/hcfgfakmplfgdfcgekibdlimmpehnfel_3.5.0.zip,None
/home/minhyuk/Desktop/Download_extension/Extensions/productivity/workflow/baolpfghpeologigbelepmgpbcihgegk_0.0.1.zip,None
/home/minhyuk/Desktop/Download_extension/Extensions/lifestyle/social/agghbaheofcoecndkbflbnggdjcmiaml_5.1.2.zip,None
/home/minhyuk/Desktop/Download_extension/Extensions/make_chrome_yours/functionality/bodkacimhcmlccjpncdpkiknjbiafmlk_1.0.zip,None
/home/minhyuk/Desktop/Download_extension/Extensions/dark/cnnoabfopacddpeikcmcdkfjmdnhdldi_10.1.0.zip,None
/home/minhyuk/Desktop/Download_extension/Extensions/lifestyle/fun/ojmcnnhmmpeocdgglhdichoholecocnc_1.zip,None
/home/minhyuk/Desktop/Download_extension/Extensions/productivity/developer/ooihoppnbephpmmpiadjmpeicihmjong_1.01.zip,None
/home/minhyuk/Desktop/Download_extension/Extensions/productivity/workflow/gcgekediidgkbcjbgdfenmibaoeiffff_1.0.1.zip,None
/home/minhyuk/Desktop/Download_extension/Extensions/productivity/workflow/okfkdaglfjjjfefdcppliegebpoegaii_2.16.0.zip,cookies
/home/minhyuk/Desktop/Download_extension/Extensions/lifestyle/fun/gojiifmihkaaeljpojjebnneaaklghil_0.2.1.2.zip,None
/home/minhyuk/Desktop/Download_extension/Extensions/productivity/tools/ibdlpclpgmgafhgmdefgadndbgonnmhm_1.3.6.zip,None
/home/minhyuk/Desktop/Download_extension/Extensions/productivity/tools/ljlemlkiffiomhkinmddjkgljeagbloa_13.zip,None
/home/minhyuk/Desktop/Download_extension/Extensions/nature/djagbidefjilopnnepokjapmnbffkbbf_1.0.zip,None
/home/minhyuk/Desktop/Download_extension/Extensions/lifestyle/news/ofobaelkgcpicbdoabokjlnmdcbjellg_0.5.9.zip,None
/home/minhyuk/Desktop/Download_extension/Extensions/productivity/workflow/kmakmgkfekfdkeoojfekofmmkajkaffc_1.1.zip,None
/home/minhyuk/Desktop/Download_extension/Extensions/productivity/workflow/pihmjgannnpafdcgghegoadklmnamdhl_0.3.0.zip,None
/home/minhyuk/Desktop/Download_extension/Extensions/productivity/tools/kcpleigehknabkajbcccdfgflpajfaog_3.2.0.zip,None
/home/minhyuk/Desktop/Download_extension/Extensions/productivity/workflow/pkcmidnhfllomigcgjjnofcbihjbbbpl_0.0.0.3.zip,None
