ZIP File,Permissions,File System,Network,Rendering,User Interaction
nkapdmplanmkiphlnjneendakcbajloe_1.3.zip,"[""activeTab"", ""scripting"", ""storage""]",{},{},"{""document.getElementById"": 7, ""document.createElement"": 1}","{""addEventListener"": 2}"
loclkojldkjladfhbngilnhbeffbkgdm_1.5.0.zip,"[""storage"", ""declarativeNetRequestWithHostAccess""]","{""indexedDB.open"": 7, ""file.name"": 2, ""file.size"": 2, ""new Blob"": 2, ""document.cookie"": 2}","{""fetch"": 101, ""new XMLHttpRequest"": 6, ""navigator.sendBeacon"": 4}","{""setTimeout"": 150, ""document.createElement"": 110, ""document.querySelector"": 38, ""new MutationObserver"": 21, ""document.getElementById"": 15, ""setInterval"": 15, ""window.open"": 13, ""chrome.tabs.create"": 2}","{""addEventListener"": 204, ""window.confirm"": 1}"
pabjndociiaccmgnmogojopcaofmldlm_1.0.4.zip,"[""storage"", ""cookies""]","{""navigator.clipboard.writeText"": 1}","{""fetch"": 11}","{""document.querySelector"": 52, ""document.createElement"": 21, ""setTimeout"": 11, ""chrome.tabs.create"": 1, ""new MutationObserver"": 1, ""document.getElementById"": 1}","{""addEventListener"": 27}"
iidnbdjijdkbmajdffnidomddglmieko_4.4.8.zip,"[""alarms"", ""cookies"", ""storage"", ""activeTab"", ""contextMenus"", ""notifications"", ""scripting"", ""sidePanel""]","{""localStorage.getItem"": 114, ""localStorage.setItem"": 99, ""new Blob"": 89, ""document.cookie"": 55, ""indexedDB.open"": 33, ""navigator.clipboard.readText"": 15, ""navigator.clipboard.writeText"": 15, ""sessionStorage.setItem"": 12, ""sessionStorage.getItem"": 12, ""file.name"": 2}","{""fetch"": 927, ""new XMLHttpRequest"": 40, ""navigator.sendBeacon"": 20, ""new WebSocket"": 4}","{""setTimeout"": 1237, ""document.createElement"": 1163, ""document.querySelector"": 427, ""setInterval"": 182, ""new MutationObserver"": 120, ""document.getElementById"": 67, ""window.open"": 31, ""document.designMode"": 9, ""element.innerHTML"": 4, ""element.style"": 4, ""chrome.tabs.create"": 2}","{""addEventListener"": 1971}"
nakjkhinfgjiipilngcjjkpikpghobpj_1.0.zip,"[""tabs""]","{""document.cookie"": 5}","{""fetch"": 24}","{""setTimeout"": 9, ""document.createElement"": 5, ""document.querySelector"": 2, ""document.getElementById"": 2, ""setInterval"": 2, ""chrome.tabs.create"": 1}","{""addEventListener"": 4}"
gcjgdfhcmbapagofppbieidallodepdp_1.0.zip,"[""activeTab"", ""scripting""]",{},"{""fetch"": 158}","{""setTimeout"": 48, ""document.createElement"": 10, ""document.querySelector"": 8, ""new MutationObserver"": 3, ""setInterval"": 2, ""document.getElementById"": 1}","{""addEventListener"": 36, ""window.confirm"": 2, ""window.alert"": 1, ""window.prompt"": 1}"
iihkgfdilhicabfpjpcoiigmmmpccgoo_1.3.zip,"[""storage"", ""clipboardWrite""]","{""document.cookie"": 2, ""navigator.clipboard.writeText"": 2, ""new Blob"": 1}","{""fetch"": 17, ""new XMLHttpRequest"": 1}","{""document.getElementById"": 65, ""setTimeout"": 19, ""document.createElement"": 4, ""chrome.tabs.create"": 3, ""document.querySelector"": 1}","{""addEventListener"": 38}"
egmmigeohgnjibhiaabhmiaajkfnemnj_2.0.9.zip,"[""identity""]","{""document.cookie"": 6, ""localStorage.getItem"": 5, ""new Blob"": 3, ""localStorage.setItem"": 2}","{""fetch"": 27, ""new XMLHttpRequest"": 3}","{""setTimeout"": 57, ""document.createElement"": 30, ""document.querySelector"": 4, ""setInterval"": 4, ""document.getElementById"": 3, ""canvas.getContext"": 1, ""chrome.windows.create"": 1, ""chrome.tabs.create"": 1}","{""addEventListener"": 24}"
ogafjbhfbmichdpppfebbcameeicchkg_1.0.2.zip,"[""storage"", ""activeTab"", ""alarms"", ""power"", ""idle""]","{""new Blob"": 1, ""localStorage.setItem"": 1, ""localStorage.getItem"": 1}","{""fetch"": 11}","{""document.createElement"": 40, ""document.querySelector"": 26, ""setTimeout"": 23, ""new MutationObserver"": 4, ""document.getElementById"": 2, ""window.open"": 2, ""setInterval"": 1, ""chrome.tabs.create"": 1}","{""addEventListener"": 74, ""chrome.alarms.create"": 5}"
loeoapeffpblcmdicchlekiajcbfmpnm_1.2.0.zip,"[""notifications"", ""webNavigation""]",{},{},"{""chrome.windows.create"": 1, ""chrome.notifications.create"": 1, ""document.querySelector"": 1, ""new MutationObserver"": 1}","{""addEventListener"": 3}"
bnpfaalcobpnjdbkmhmhlchialhgaapm_4.9.zip,"[""notifications"", ""tabs"", ""webRequest"", ""webRequestBlocking"", ""http://*/*"", ""https://*/*""]",{},"{""fetch"": 4, ""new XMLHttpRequest"": 1}","{""document.getElementById"": 22, ""setTimeout"": 8, ""setInterval"": 1, ""chrome.tabs.create"": 1, ""chrome.notifications.create"": 1}","{""chrome.tabs.onActivated.addListener"": 1, ""addEventListener"": 1}"
mbacdcpgdbkapaoegpiapiepjpnigiia_1.0.2.zip,"[""storage"", ""scripting""]",{},"{""fetch"": 140, ""new WebSocket"": 9}","{""document.createElement"": 81, ""setTimeout"": 80, ""document.querySelector"": 32, ""new MutationObserver"": 15, ""setInterval"": 3}","{""addEventListener"": 97}"
cdlfogecdmfpjomgdmebphaaiohfdahe_1.2.zip,"[""activeTab"", ""tabs"", ""scripting"", ""storage"", ""notifications""]","{""new Blob"": 3, ""file.type"": 1}","{""fetch"": 4}","{""element.style"": 162, ""setTimeout"": 62, ""document.getElementById"": 61, ""document.querySelector"": 23, ""document.createElement"": 22, ""setInterval"": 10, ""chrome.tabs.create"": 2, ""chrome.notifications.create"": 1, ""new MutationObserver"": 1}","{""addEventListener"": 118, ""window.onbeforeunload"": 1}"
lhgfjjagibmabegncmgemgkakblkfchf_3.2.3.zip,"[""activeTab"", ""contextMenus"", ""clipboardWrite"", ""notifications"", ""scripting"", ""tabs"", ""storage""]","{""navigator.clipboard.writeText"": 2}","{""fetch"": 17}","{""chrome.tabs.create"": 1, ""chrome.notifications.create"": 1}","{""chrome.contextMenus.create"": 1}"
dnmmijeamblgcilpphaabgpiapiidgge_1.0.0.zip,[],{},{},"{""document.getElementById"": 1, ""chrome.tabs.create"": 1}","{""addEventListener"": 2}"
mleflnbfifngdmiknggikhfmjjmioofi_1.0.4.zip,"[""storage"", ""declarativeNetRequest""]","{""new Blob"": 17, ""document.cookie"": 5}","{""fetch"": 102, ""new XMLHttpRequest"": 25}","{""setTimeout"": 42, ""document.createElement"": 32, ""document.querySelector"": 3, ""new MutationObserver"": 2, ""element.style"": 2, ""setInterval"": 2, ""canvas.getContext"": 2}","{""addEventListener"": 45, ""chrome.tabs.onActivated.addListener"": 1}"
dfffapmbemhfldgddjhhkoencjdcpild_1.7.zip,"[""tabs""]","{""localStorage.getItem"": 14, ""new Blob"": 6, ""localStorage.setItem"": 6}","{""fetch"": 11, ""new XMLHttpRequest"": 2, ""navigator.sendBeacon"": 2}","{""setTimeout"": 83, ""document.createElement"": 55, ""document.querySelector"": 38, ""element.style"": 16, ""document.getElementById"": 7, ""setInterval"": 5, ""new MutationObserver"": 2, ""chrome.tabs.create"": 1}","{""addEventListener"": 41, ""window.alert"": 4}"
ibnljmohkkmeojpeeeoilbhijnimcgoh_1.2.zip,[],"{""new Blob"": 11, ""localStorage.setItem"": 3, ""localStorage.getItem"": 3, ""indexedDB.open"": 2, ""document.cookie"": 2, ""sessionStorage.setItem"": 1, ""sessionStorage.getItem"": 1}","{""fetch"": 25, ""new XMLHttpRequest"": 2}","{""setTimeout"": 31, ""document.createElement"": 22, ""setInterval"": 8, ""document.querySelector"": 6, ""chrome.tabs.create"": 2, ""document.getElementById"": 1, ""new MutationObserver"": 1}","{""addEventListener"": 86}"
jonammnemacbodpkngolbinlhiicniog_0.0.6.zip,"[""cookies""]","{""navigator.clipboard.writeText"": 1}","{""fetch"": 3}","{""setTimeout"": 13, ""document.createElement"": 5, ""chrome.tabs.create"": 1, ""setInterval"": 1, ""window.open"": 1, ""document.getElementById"": 1}","{""addEventListener"": 8}"
pgbdljpkijehgoacbjpolaomhkoffhnl_2.3.27.zip,"[""declarativeNetRequest"", ""storage"", ""scripting""]","{""localStorage.setItem"": 31, ""localStorage.getItem"": 25, ""new Blob"": 7, ""file.name"": 2, ""document.cookie"": 2, ""indexedDB.open"": 1, ""sessionStorage.setItem"": 1, ""sessionStorage.getItem"": 1}","{""fetch"": 70, ""new XMLHttpRequest"": 7}","{""document.createElement"": 242, ""setTimeout"": 227, ""document.querySelector"": 131, ""setInterval"": 32, ""element.style"": 31, ""window.open"": 24, ""document.getElementById"": 23, ""new MutationObserver"": 18, ""element.innerHTML"": 8, ""canvas.getContext"": 5, ""chrome.tabs.create"": 1, ""chrome.notifications.create"": 1}","{""addEventListener"": 444, ""chrome.permissions.request"": 1}"
mdgojpomcenmanichmgnmoobjckaelhd_1.1.zip,"[""activeTab"", ""tabs""]",{},"{""fetch"": 4}","{""document.getElementById"": 4, ""setTimeout"": 4, ""document.querySelector"": 3, ""document.createElement"": 1}","{""addEventListener"": 4}"
bbmmnpnejicgehlphpfngeinjjonmkok_0.0.9.zip,"[""storage"", ""tabs"", ""webRequest""]",{},"{""fetch"": 13, ""chrome.webRequest.onBeforeRequest.addListener"": 2}","{""setTimeout"": 13, ""document.createElement"": 8, ""document.getElementById"": 2, ""setInterval"": 1}","{""addEventListener"": 15}"
hjneiknbjfhcmhkejcmhmfmiapjoikgn_1.0.0.zip,"[""storage""]","{""document.cookie"": 5, ""indexedDB.open"": 4, ""store.put"": 2, ""new Blob"": 1, ""localStorage.getItem"": 1}","{""fetch"": 54, ""new XMLHttpRequest"": 2, ""navigator.sendBeacon"": 2}","{""setTimeout"": 49, ""document.createElement"": 12, ""document.querySelector"": 4, ""document.getElementById"": 3, ""setInterval"": 2, ""window.open"": 2, ""chrome.tabs.create"": 1}","{""addEventListener"": 57}"
cabdcgblddimmnphmdcofmcoiaengcnc_1.0.zip,"[""storage""]","{""indexedDB.open"": 3, ""document.cookie"": 3, ""store.put"": 2, ""localStorage.setItem"": 2}","{""fetch"": 3, ""navigator.sendBeacon"": 2, ""new XMLHttpRequest"": 1}","{""document.getElementById"": 15, ""setTimeout"": 12}","{""addEventListener"": 32}"
cenbhdkfgjamohalcoaiidmafdbmcbld_1.1.0.zip,[],"{""new Blob"": 8, ""localStorage.getItem"": 6}","{""fetch"": 6, ""new XMLHttpRequest"": 2}","{""setTimeout"": 26, ""document.createElement"": 12, ""document.getElementById"": 4, ""document.querySelector"": 2, ""setInterval"": 2}","{""addEventListener"": 14}"
hhalonfpifdlmcplmlpaembinpjcbjmo_3.0.0.zip,"[""scripting""]","{""localStorage.setItem"": 11, ""localStorage.getItem"": 9, ""file.name"": 4}","{""fetch"": 8, ""new XMLHttpRequest"": 3}","{""document.createElement"": 155, ""setTimeout"": 97, ""document.querySelector"": 73, ""element.style"": 26, ""element.innerHTML"": 14, ""window.open"": 12, ""new MutationObserver"": 9, ""setInterval"": 9, ""document.getElementById"": 3, ""chrome.windows.create"": 1}","{""addEventListener"": 125}"
empcfgpapkebknafmlblmjfjkhcilbch_1.0.zip,[],{},{},"{""document.getElementById"": 8, ""document.createElement"": 6, ""chrome.tabs.create"": 1, ""setTimeout"": 1}","{""addEventListener"": 4}"
kpoiiiiggkhkbeiolfhkkiblldfdpbfm_1.0.5.zip,[],"{""localStorage.getItem"": 18, ""localStorage.setItem"": 5, ""new Blob"": 4, ""document.cookie"": 4}","{""fetch"": 14, ""new XMLHttpRequest"": 4}","{""setTimeout"": 65, ""document.createElement"": 24, ""document.querySelector"": 18, ""new MutationObserver"": 4, ""document.getElementById"": 3, ""window.open"": 1}","{""addEventListener"": 78}"
ijdbilnilmbjflngiaodhcifmagaelbd_0.9.15.zip,"[""tabs"", ""contextMenus"", ""storage"", ""sidePanel""]","{""navigator.clipboard.writeText"": 4}","{""fetch"": 51, ""new XMLHttpRequest"": 2}","{""document.getElementById"": 146, ""setTimeout"": 33, ""chrome.tabs.create"": 4, ""document.createElement"": 3, ""setInterval"": 2, ""document.querySelector"": 1}","{""addEventListener"": 51, ""document.onmousemove"": 1}"
lbkoaikefgdefkmkkkabgihaljlbbpin_1.0.zip,[],{},{},"{""document.createElement"": 1}",{}
ffofpbkbhdoijmddmnkdnlmojjacoopb_0.0.0.7.zip,"[""activeTab"", ""storage""]",{},"{""fetch"": 7}","{""document.querySelector"": 31, ""document.createElement"": 18, ""document.getElementById"": 16, ""element.style"": 4, ""setTimeout"": 1}","{""addEventListener"": 47, ""document.onmousemove"": 4}"
eggfppncahjchcbhbfgckdcfcenppaen_1.0.zip,"[""notifications"", ""storage""]","{""new Blob"": 4, ""document.cookie"": 2}","{""new XMLHttpRequest"": 3}","{""setTimeout"": 24, ""document.createElement"": 5, ""chrome.notifications.create"": 3, ""document.getElementById"": 1}","{""addEventListener"": 16}"
ggopfkfflgoipmnndffnnfbjajgnclkn_3.5.0.zip,"[""tabs"", ""storage"", ""unlimitedStorage"", ""notifications""]","{""localStorage.getItem"": 22, ""navigator.clipboard.writeText"": 20, ""new Blob"": 16, ""localStorage.setItem"": 10, ""indexedDB.open"": 3, ""sessionStorage.setItem"": 3, ""sessionStorage.getItem"": 3, ""file.name"": 2}","{""fetch"": 25, ""new XMLHttpRequest"": 9, ""navigator.sendBeacon"": 2}","{""setTimeout"": 261, ""document.createElement"": 95, ""document.getElementById"": 80, ""document.querySelector"": 36, ""setInterval"": 8, ""chrome.tabs.create"": 4, ""new MutationObserver"": 4, ""window.open"": 4, ""chrome.notifications.create"": 1}","{""addEventListener"": 153, ""chrome.notifications.onClicked.addListener"": 1, ""window.prompt"": 1}"
iafdnebeacmjeklgpanakogpllnbginh_2.4.10.zip,"[""storage"", ""identity"", ""identity.email""]","{""document.cookie"": 9, ""new Blob"": 1}","{""fetch"": 10, ""chrome.identity.getAuthToken"": 1}","{""setTimeout"": 182, ""document.createElement"": 63, ""document.querySelector"": 25, ""setInterval"": 8, ""window.open"": 6, ""document.getElementById"": 5, ""new MutationObserver"": 3, ""chrome.tabs.create"": 2}","{""addEventListener"": 154, ""window.prompt"": 3}"
monkpojpfmfgoiannfbafooajiobbkfk_0.0.19.zip,"[""storage"", ""identity"", ""tabs""]","{""document.cookie"": 4, ""new Blob"": 2, ""localStorage.setItem"": 2, ""localStorage.getItem"": 2, ""navigator.clipboard.writeText"": 1, ""file.name"": 1}","{""fetch"": 11, ""new XMLHttpRequest"": 3, ""navigator.sendBeacon"": 2}","{""setTimeout"": 72, ""document.createElement"": 43, ""document.querySelector"": 26, ""new MutationObserver"": 10, ""document.getElementById"": 8, ""setInterval"": 7, ""window.open"": 5, ""chrome.tabs.create"": 2}","{""addEventListener"": 113}"
hkcianmijpfnfjclglmiokgdalepaeek_2024.09.19.zip,"[""activeTab"", ""storage""]",{},"{""fetch"": 3, ""new XMLHttpRequest"": 1}","{""setTimeout"": 17, ""document.querySelector"": 11, ""document.createElement"": 7, ""document.getElementById"": 5, ""new MutationObserver"": 3}","{""addEventListener"": 19, ""window.confirm"": 1}"
ajhlfgjookcomoopfpofcjilimiffeln_1.0.zip,[],"{""localStorage.setItem"": 1, ""localStorage.getItem"": 1}","{""fetch"": 2}","{""document.createElement"": 2, ""document.getElementById"": 1}","{""addEventListener"": 3}"
bjedjlejhcganllnidfjcgcdbjnekekf_1.2.zip,"[""storage""]",{},{},"{""document.createElement"": 18, ""document.querySelector"": 12, ""new MutationObserver"": 2, ""window.open"": 1}","{""addEventListener"": 19}"
aodpkjjhhcgbjjbgfmbgonjiegnmmccn_1.1.zip,[],{},{},"{""document.getElementById"": 11, ""document.querySelector"": 2}","{""addEventListener"": 4}"
oapioblolmhehkhopcnpaphfcaollcno_1.0.zip,"[""contextMenus"", ""activeTab"", ""scripting""]",{},"{""fetch"": 1}","{""document.getElementById"": 2}","{""chrome.contextMenus.create"": 1, ""addEventListener"": 1}"
amdldonmafnhacgagbagbkaolgodcbjp_1.0.zip,"[""activeTab""]",{},{},"{""document.createElement"": 3}",{}
jjomhhkbjghpnpbkcakgjlnieafldeih_0.0.8.zip,[],"{""new Blob"": 6, ""localStorage.setItem"": 5, ""localStorage.getItem"": 5, ""document.cookie"": 2}","{""fetch"": 17, ""navigator.sendBeacon"": 2, ""new XMLHttpRequest"": 1}","{""setTimeout"": 72, ""document.createElement"": 24, ""document.querySelector"": 16, ""setInterval"": 11, ""document.getElementById"": 4, ""new MutationObserver"": 3, ""window.open"": 1}","{""addEventListener"": 84}"
cijkmojjcbihcmkmjdmbciimdimbiegc_1.31.zip,"[""activeTab"", ""storage""]","{""localStorage.getItem"": 8, ""localStorage.setItem"": 4, ""navigator.clipboard.writeText"": 1}","{""fetch"": 15}","{""document.getElementById"": 16, ""setInterval"": 5, ""document.createElement"": 2, ""setTimeout"": 1, ""window.open"": 1}","{""addEventListener"": 10}"
kojhnafkiednagnljfgakalcbfbklbdk_1.8.1.zip,"[""cookies"", ""contextMenus"", ""declarativeNetRequestWithHostAccess"", ""storage"", ""notifications""]","{""file.name"": 2, ""file.lastModified"": 1}","{""fetch"": 9, ""new XMLHttpRequest"": 5, ""new WebSocket"": 2}","{""setTimeout"": 8, ""document.createElement"": 3, ""chrome.tabs.create"": 2, ""chrome.notifications.create"": 2, ""window.open"": 1, ""setInterval"": 1, ""chrome.windows.create"": 1, ""document.querySelector"": 1, ""new MutationObserver"": 1}","{""addEventListener"": 3, ""window.prompt"": 2, ""chrome.contextMenus.create"": 1, ""chrome.notifications.onClicked.addListener"": 1}"
kgmfdbmmccodkahkpkchakggdnmpfbgc_1.0.zip,"[""activeTab""]",{},{},{},{}
ghoighfmgpacfaaidfhnbbaajnakgkbj_1.2.zip,"[""storage""]",{},{},"{""setTimeout"": 9, ""document.getElementById"": 2, ""document.createElement"": 2, ""new MutationObserver"": 1, ""window.open"": 1}","{""addEventListener"": 3}"
djkiadgodeohlfhlgcchpkbcngimpioj_1.3.zip,"[""activeTab""]","{""localStorage.setItem"": 7, ""localStorage.getItem"": 6, ""navigator.clipboard.writeText"": 1}","{""fetch"": 10, ""new RTCPeerConnection"": 1}","{""document.getElementById"": 36, ""document.createElement"": 28, ""setInterval"": 2, ""setTimeout"": 1, ""chrome.windows.create"": 1}","{""addEventListener"": 19}"
jnjpkhbjdeficdkghnienplcojahlong_1.4.16.zip,"[""contextMenus"", ""storage"", ""identity""]","{""indexedDB.open"": 6, ""document.cookie"": 2, ""navigator.clipboard.writeText"": 2}","{""fetch"": 28}","{""setTimeout"": 31, ""document.createElement"": 13, ""setInterval"": 2, ""document.querySelector"": 1, ""document.getElementById"": 1}","{""addEventListener"": 46, ""chrome.contextMenus.create"": 1}"
neikilmjlkbhohhkoanpcdicdbghfgck_1.0.0.zip,[],{},"{""fetch"": 1}","{""new MutationObserver"": 1}","{""addEventListener"": 1, ""window.alert"": 1}"
dflcdbibjghipieemcligeelbmackgco_5.1.4.zip,"[""tabs"", ""contextMenus"", ""storage"", ""activeTab""]","{""navigator.clipboard.writeText"": 4, ""document.cookie"": 2, ""localStorage.setItem"": 1, ""localStorage.getItem"": 1, ""new Blob"": 1}","{""fetch"": 123, ""new XMLHttpRequest"": 1}","{""setTimeout"": 46, ""document.createElement"": 25, ""document.querySelector"": 12, ""setInterval"": 9, ""window.open"": 6, ""new MutationObserver"": 4, ""document.getElementById"": 3, ""chrome.tabs.create"": 3}","{""addEventListener"": 67}"
hhlpeflmnlnehpgelddllbggeahoenfa_1.7.zip,"[""storage""]",{},{},"{""document.querySelector"": 15, ""document.createElement"": 2, ""window.open"": 1}","{""addEventListener"": 5, ""chrome.contextMenus.create"": 1}"
phhcejgjboidbigjhidcicjkiplgajoa_1.0.zip,"[""tabs"", ""scripting""]",{},{},"{""document.querySelector"": 10, ""setInterval"": 2, ""document.createElement"": 1}","{""addEventListener"": 7}"
loflmebpckkaofffkeoejgoiekjicope_1.2.8.zip,"[""storage""]",{},{},"{""setTimeout"": 29, ""document.createElement"": 26, ""document.querySelector"": 14, ""document.getElementById"": 5, ""new MutationObserver"": 1, ""setInterval"": 1}","{""addEventListener"": 53}"
pkilehgkihmedmpnkdpdfhpchlgkkfjp_3.1.4.2.zip,"[""storage"", ""unlimitedStorage"", ""notifications"", ""tabs"", ""identity"", ""identity.email""]","{""new Blob"": 9, ""sessionStorage.getItem"": 2, ""sessionStorage.setItem"": 1, ""localStorage.setItem"": 1, ""localStorage.getItem"": 1}","{""new XMLHttpRequest"": 24, ""fetch"": 9}","{""document.createElement"": 63, ""setTimeout"": 58, ""document.querySelector"": 8, ""setInterval"": 7, ""window.open"": 7, ""document.getElementById"": 6, ""canvas.getContext"": 6, ""chrome.tabs.create"": 5}","{""addEventListener"": 75}"
kikcgbcmbgnknfdjjdkjlideddbibmll_1.4.zip,[],"{""localStorage.getItem"": 14, ""localStorage.setItem"": 11, ""new Blob"": 4, ""document.cookie"": 2, ""sessionStorage.setItem"": 1, ""sessionStorage.getItem"": 1}","{""fetch"": 116, ""new XMLHttpRequest"": 3}","{""setTimeout"": 66, ""document.querySelector"": 45, ""document.createElement"": 24, ""setInterval"": 14, ""window.open"": 8, ""new MutationObserver"": 2}","{""addEventListener"": 118}"
jlfhojiplbjijdkmebffeadegecdpblo_1.0.11.zip,"[""storage""]",{},"{""fetch"": 2}","{""setTimeout"": 7, ""document.getElementById"": 4, ""setInterval"": 1}","{""addEventListener"": 7}"
jjehpfcmdefohbdcnepemchpcjhjeicd_1.1.zip,"[""storage"", ""alarms"", ""tabs""]",{},"{""fetch"": 3}","{""document.getElementById"": 5, ""document.querySelector"": 4, ""chrome.tabs.create"": 1}","{""chrome.alarms.create"": 1, ""addEventListener"": 1, ""chrome.permissions.request"": 1}"
hdihdpjhdbcbamklikplacboekhfhbfc_1.0.5.zip,[],"{""localStorage.getItem"": 4, ""document.cookie"": 4, ""localStorage.setItem"": 3, ""sessionStorage.setItem"": 2, ""sessionStorage.getItem"": 1, ""new Blob"": 1}","{""fetch"": 90, ""new XMLHttpRequest"": 2}","{""setTimeout"": 48, ""document.createElement"": 14, ""document.getElementById"": 5, ""document.querySelector"": 3, ""chrome.tabs.create"": 1, ""setInterval"": 1}","{""addEventListener"": 42, ""window.confirm"": 1}"
concfjfommfkcbjaekkfpijdjkeofdac_3.0.0.zip,"[""scripting""]","{""localStorage.setItem"": 11, ""localStorage.getItem"": 9, ""file.name"": 4}","{""fetch"": 8, ""new XMLHttpRequest"": 3}","{""document.createElement"": 155, ""setTimeout"": 97, ""document.querySelector"": 73, ""element.style"": 26, ""element.innerHTML"": 14, ""window.open"": 12, ""new MutationObserver"": 9, ""setInterval"": 9, ""document.getElementById"": 3, ""chrome.windows.create"": 1}","{""addEventListener"": 125}"
opnbnifjjeelblpikodmdefcjjcpmcmn_1.0.2.zip,"[""scripting"", ""storage"", ""identity"", ""notifications""]","{""new Blob"": 5}","{""fetch"": 3}","{""setTimeout"": 38, ""document.querySelector"": 37, ""document.createElement"": 18, ""document.getElementById"": 4, ""setInterval"": 3, ""new MutationObserver"": 3, ""chrome.notifications.create"": 2, ""chrome.tabs.create"": 2, ""window.open"": 2}","{""addEventListener"": 47, ""window.alert"": 4, ""chrome.notifications.onClicked.addListener"": 2}"
kgmnhjmgggopllepmelggblpoomcebcn_0.1.6.zip,"[""storage"", ""notifications"", ""background""]","{""indexedDB.open"": 4, ""document.cookie"": 2, ""store.put"": 1}","{""fetch"": 14}","{""document.getElementById"": 7, ""setTimeout"": 3, ""chrome.notifications.create"": 3, ""chrome.tabs.create"": 2}","{""addEventListener"": 39}"
pjgfeeohcimebggggoloiekjhadhhaca_1.0.1.zip,"[""offscreen""]","{""document.cookie"": 10, ""new Blob"": 6, ""localStorage.setItem"": 1, ""localStorage.getItem"": 1, ""sessionStorage.setItem"": 1, ""sessionStorage.getItem"": 1}","{""fetch"": 115, ""new XMLHttpRequest"": 7, ""navigator.sendBeacon"": 4, ""new RTCPeerConnection"": 2, ""new WebSocket"": 1}","{""setTimeout"": 103, ""setInterval"": 21, ""document.createElement"": 19, ""document.querySelector"": 15, ""document.getElementById"": 6, ""new MutationObserver"": 6, ""chrome.windows.create"": 1}","{""addEventListener"": 226, ""window.prompt"": 2, ""chrome.permissions.request"": 1}"
imfpidnckpjkmmllhmpninljakdjjcff_1.1.0.zip,"[""contextMenus"", ""activeTab"", ""storage""]","{""new Blob"": 34, ""navigator.clipboard.writeText"": 14, ""indexedDB.open"": 2}","{""fetch"": 32}","{""setTimeout"": 91, ""document.createElement"": 82, ""setInterval"": 22, ""document.getElementById"": 17, ""window.open"": 14, ""document.querySelector"": 13, ""new MutationObserver"": 13, ""chrome.tabs.create"": 4}","{""addEventListener"": 62, ""chrome.contextMenus.create"": 5}"
ngndndcjmcicodoeblfoadeinbfphoil_3.4.0.zip,"[""notifications"", ""alarms""]","{""document.cookie"": 3, ""new Blob"": 1, ""navigator.clipboard.writeText"": 1}","{""fetch"": 29, ""new XMLHttpRequest"": 1}","{""setTimeout"": 39, ""document.createElement"": 28, ""document.querySelector"": 11, ""chrome.notifications.create"": 2, ""setInterval"": 2}","{""addEventListener"": 54, ""chrome.alarms.create"": 1}"
kcceflnmljlefienlljlndciijmpcpnf_5.7.1.zip,"[""background"", ""notifications"", ""offscreen"", ""scripting"", ""tabs""]","{""document.cookie"": 5, ""navigator.clipboard.writeText"": 1, ""localStorage.getItem"": 1, ""indexedDB.open"": 1}","{""fetch"": 35, ""new XMLHttpRequest"": 1}","{""setTimeout"": 30, ""document.createElement"": 18, ""document.getElementById"": 18, ""window.open"": 13, ""document.querySelector"": 12, ""setInterval"": 4, ""new MutationObserver"": 3, ""element.innerHTML"": 2, ""chrome.tabs.create"": 1, ""chrome.notifications.create"": 1}","{""addEventListener"": 43, ""chrome.permissions.request"": 1}"
anehaijgfhlkchmihoaklaimlclnomag_1.0.10.zip,"[""storage"", ""tabs"", ""activeTab"", ""contextMenus""]",{},{},"{""setTimeout"": 35, ""document.createElement"": 13, ""document.getElementById"": 4, ""document.querySelector"": 3, ""setInterval"": 1, ""new MutationObserver"": 1}","{""addEventListener"": 34, ""chrome.permissions.request"": 1}"
nkeckhopfakbacbcamdkeimaiokepefb_1.3.1.zip,"[""storage""]",{},{},"{""document.querySelector"": 16, ""document.createElement"": 2, ""setTimeout"": 1}","{""addEventListener"": 3}"
gdjiledfnpkdcjocdiicgcagklenhfdl_1.1.5.zip,"[""storage"", ""scripting"", ""activeTab"", ""tabs"", ""webNavigation""]","{""localStorage.getItem"": 35, ""localStorage.setItem"": 25, ""document.cookie"": 3}","{""fetch"": 75, ""new XMLHttpRequest"": 2}","{""setTimeout"": 67, ""document.createElement"": 24, ""document.querySelector"": 15, ""document.getElementById"": 6, ""new MutationObserver"": 2, ""window.open"": 2, ""setInterval"": 2, ""element.style"": 1, ""chrome.tabs.executeScript"": 1}","{""addEventListener"": 113}"
mihedcncjijeeiflbkcjpiaaoohokkdg_0.0.5.zip,"[""storage""]","{""document.cookie"": 2, ""new Blob"": 1}","{""fetch"": 9, ""new XMLHttpRequest"": 1}","{""setTimeout"": 25, ""document.createElement"": 21, ""document.querySelector"": 3, ""setInterval"": 3, ""new MutationObserver"": 2, ""window.open"": 2}","{""addEventListener"": 38}"
ogpoekfkojnedccmedkldnokibpgpkob_0.0.5.zip,"[""scripting"", ""tabs"", ""storage""]","{""localStorage.getItem"": 9, ""localStorage.setItem"": 4, ""navigator.clipboard.writeText"": 1}","{""fetch"": 238, ""new WebSocket"": 2}","{""setTimeout"": 17, ""document.getElementById"": 6, ""setInterval"": 5, ""document.createElement"": 2, ""chrome.tabs.create"": 2}","{""addEventListener"": 29}"
lccmacgdklphjbpagbfinokcajgkfhno_1.0.zip,[],{},{},"{""chrome.windows.create"": 2, ""document.createElement"": 1, ""document.getElementById"": 1}",{}
