ZIP File,Permissions,File System,Network,Rendering,User Interaction
eojdckfcadamkapabechhbnkleligand_40.4.zip,"[""notifications"", ""cookies"", ""storage"", ""unlimitedStorage"", ""declarativeNetRequest""]",{},"{""fetch"": 6}","{""chrome.tabs.create"": 3, ""chrome.notifications.create"": 2}",{}
obngoldljmnnpggbekneikaohbeflbee_2.2.2.zip,[],"{""localStorage.setItem"": 3, ""localStorage.getItem"": 3, ""navigator.clipboard.writeText"": 2}","{""fetch"": 7, ""new XMLHttpRequest"": 1}","{""setTimeout"": 29, ""document.createElement"": 28, ""document.getElementById"": 11, ""document.querySelector"": 7, ""window.open"": 6, ""new MutationObserver"": 3, ""setInterval"": 3, ""element.style"": 2}","{""addEventListener"": 31}"
ghndmmdafildlhbegmmdaaombhlkhmjf_5.4.zip,"[""scripting"", ""activeTab"", ""storage""]","{""localStorage.getItem"": 10, ""localStorage.setItem"": 5}","{""fetch"": 12}","{""document.getElementById"": 29, ""document.createElement"": 9, ""document.querySelector"": 4, ""setTimeout"": 3, ""window.open"": 1, ""chrome.tabs.create"": 1}","{""addEventListener"": 18}"
ffebmlldmkodjnmodagkmlhfafifjkll_1.0.11.zip,"[""storage"", ""tabs"", ""webNavigation"", ""activeTab"", ""scripting"", ""windows"", ""contextMenus""]","{""indexedDB.open"": 3, ""store.put"": 2}","{""fetch"": 10}","{""document.getElementById"": 69, ""document.createElement"": 36, ""document.querySelector"": 11, ""setTimeout"": 4, ""chrome.tabs.create"": 3, ""setInterval"": 3}","{""addEventListener"": 20, ""chrome.contextMenus.create"": 1}"
jpbhgbmcgmoidknfbieblbgaicoianjm_1.0.3.zip,"[""scripting"", ""activeTab"", ""tabs""]",{},"{""new XMLHttpRequest"": 1}","{""document.getElementById"": 19, ""document.createElement"": 1, ""chrome.tabs.create"": 1}","{""addEventListener"": 5}"
hfacaegmldmpapapbipahgpdeboingpk_2.0.1.1.zip,"[""scripting"", ""storage"", ""background""]","{""localStorage.setItem"": 9, ""localStorage.getItem"": 7, ""new Blob"": 3}","{""fetch"": 45}","{""document.createElement"": 154, ""setTimeout"": 115, ""document.querySelector"": 84, ""element.style"": 22, ""window.open"": 14, ""setInterval"": 12, ""new MutationObserver"": 11, ""chrome.tabs.create"": 10, ""element.innerHTML"": 7, ""document.getElementById"": 4, ""chrome.windows.create"": 2}","{""addEventListener"": 138}"
eelpggcbadippcjnpngcekhcohnjliam_1.0.1500.zip,"[""storage"", ""power"", ""unlimitedStorage"", ""identity"", ""activeTab"", ""tabCapture"", ""offscreen"", ""scripting"", ""alarms"", ""desktopCapture""]","{""new Blob"": 1, ""indexedDB.open"": 1}","{""fetch"": 8}","{""document.getElementById"": 81, ""chrome.tabs.create"": 9, ""document.querySelector"": 8, ""document.createElement"": 5, ""setTimeout"": 5, ""new MutationObserver"": 3, ""setInterval"": 3}","{""addEventListener"": 37, ""document.onmousemove"": 2, ""chrome.alarms.create"": 2}"
fjgeaplonhhngcabcecdnphkfgjgoaie_1.0.zip,[],{},{},"{""document.getElementById"": 7}","{""addEventListener"": 3}"
pmegedeelnngffpekjhikkadonfmnnef_2.4.4.zip,"[""storage""]","{""localStorage.setItem"": 6, ""localStorage.getItem"": 4, ""new Blob"": 4}","{""fetch"": 32, ""new XMLHttpRequest"": 2, ""navigator.sendBeacon"": 2}","{""setTimeout"": 59, ""document.querySelector"": 36, ""document.createElement"": 35, ""document.getElementById"": 17, ""setInterval"": 15, ""new MutationObserver"": 3, ""window.open"": 2}","{""addEventListener"": 105}"
gkbmoloegjgdnmhlfnfcaihiblnckikd_1.2.zip,"[""activeTab"", ""storage"", ""unlimitedStorage"", ""power""]","{""file.size"": 17, ""file.name"": 8, ""file.type"": 8, ""new Blob"": 8, ""localStorage.getItem"": 7, ""sessionStorage.getItem"": 2, ""localStorage.setItem"": 1}","{""fetch"": 27, ""new XMLHttpRequest"": 4, ""navigator.sendBeacon"": 2}","{""setTimeout"": 74, ""document.getElementById"": 30, ""document.createElement"": 18, ""document.querySelector"": 17, ""setInterval"": 15, ""chrome.tabs.create"": 2, ""window.open"": 1}","{""addEventListener"": 127, ""document.onmousemove"": 2, ""window.onbeforeunload"": 2, ""document.onkeydown"": 1}"
lbihmknojfofbnbiajhndoohkkbigppf_0.2.zip,"[""contextMenus"", ""scripting"", ""activeTab"", ""storage""]","{""navigator.clipboard.writeText"": 1}","{""fetch"": 2}","{""document.querySelector"": 10, ""document.getElementById"": 3, ""setTimeout"": 1}","{""addEventListener"": 5, ""chrome.contextMenus.create"": 2, ""window.onbeforeunload"": 1}"
bhpkpmbnfibhdkeckpgfiindihphaimf_1.0.zip,"[""storage""]",{},"{""fetch"": 6}","{""document.getElementById"": 19, ""document.querySelector"": 6, ""window.open"": 4, ""chrome.tabs.create"": 4, ""document.createElement"": 2, ""setTimeout"": 2}","{""addEventListener"": 14}"
iokhnofheecnjcbgcaibpemnkdebndco_1.0.0.zip,[],{},"{""fetch"": 3}","{""document.getElementById"": 6, ""window.open"": 2, ""new MutationObserver"": 2, ""document.querySelector"": 1, ""setTimeout"": 1}","{""addEventListener"": 3}"
cancljbppfaghiangdombkgjhbfcoomf_5.4.0.zip,"[""storage""]",{},"{""fetch"": 1, ""new XMLHttpRequest"": 1}","{""setTimeout"": 15, ""document.createElement"": 6, ""window.open"": 5, ""document.querySelector"": 5, ""chrome.tabs.create"": 4, ""setInterval"": 2}","{""addEventListener"": 4}"
kljfdjngbjfhkfbmcjamofaipcmkbdmb_3.12.25.zip,"[""storage"", ""tabs"", ""system.display"", ""notifications"", ""webRequest"", ""webNavigation"", ""scripting"", ""cookies"", ""identity"", ""clipboardRead"", ""clipboardWrite""]","{""localStorage.setItem"": 13, ""localStorage.getItem"": 11, ""document.cookie"": 5, ""sessionStorage.getItem"": 4, ""sessionStorage.setItem"": 3, ""file.name"": 2, ""navigator.clipboard.writeText"": 1}","{""fetch"": 243, ""new XMLHttpRequest"": 4, ""navigator.sendBeacon"": 2, ""chrome.webRequest.onBeforeRequest.addListener"": 1}","{""document.createElement"": 223, ""setTimeout"": 161, ""document.querySelector"": 121, ""window.open"": 38, ""element.style"": 22, ""new MutationObserver"": 20, ""setInterval"": 19, ""document.getElementById"": 9, ""chrome.tabs.create"": 8, ""element.innerHTML"": 7, ""chrome.windows.create"": 4, ""chrome.notifications.create"": 1}","{""addEventListener"": 237, ""window.prompt"": 1, ""chrome.tabs.onActivated.addListener"": 1}"
mkbiijndlaclmmaniflgfcogjhdgdjkc_5.0.0.zip,"[""scripting"", ""activeTab"", ""sidePanel"", ""tabs"", ""webNavigation"", ""storage""]","{""localStorage.getItem"": 3, ""localStorage.setItem"": 2}","{""fetch"": 15}","{""document.createElement"": 22, ""document.querySelector"": 19, ""setTimeout"": 19, ""document.getElementById"": 18, ""new MutationObserver"": 3, ""setInterval"": 2, ""chrome.windows.create"": 1}","{""addEventListener"": 39, ""chrome.tabs.onActivated.addListener"": 2}"
fbmbfgnhiifjgimnefmojkpnmgmghlkm_3.0.zip,"[""storage"", ""contextMenus"", ""scripting""]",{},{},"{""document.getElementById"": 3, ""setTimeout"": 2, ""chrome.windows.create"": 2}","{""addEventListener"": 4, ""chrome.contextMenus.create"": 1}"
ghncocljfbpngcogjobadjaiipijhfei_0.8.2.zip,"[""tabCapture"", ""activeTab"", ""offscreen"", ""storage""]","{""file.size"": 10, ""file.name"": 6, ""file.type"": 3, ""new Blob"": 2, ""navigator.clipboard.writeText"": 1}","{""new XMLHttpRequest"": 3, ""fetch"": 3, ""new WebSocket"": 1}","{""document.getElementById"": 81, ""setInterval"": 5, ""setTimeout"": 4, ""canvas.getContext"": 4, ""document.createElement"": 4, ""new MutationObserver"": 2, ""chrome.tabs.create"": 2, ""document.querySelector"": 1}","{""addEventListener"": 30}"
bpejoicgpakppcdcmlpomgbmfkpljcpj_0.0.0.1.zip,"[""storage"", ""cookies"", ""activeTab""]","{""localStorage.setItem"": 12, ""localStorage.getItem"": 12, ""document.cookie"": 7, ""file.size"": 5, ""new Blob"": 1, ""file.name"": 1}","{""fetch"": 27, ""new XMLHttpRequest"": 4, ""new WebSocket"": 1, ""new RTCPeerConnection"": 1}","{""setTimeout"": 119, ""document.createElement"": 27, ""setInterval"": 11, ""document.querySelector"": 10, ""document.getElementById"": 9, ""new MutationObserver"": 4, ""chrome.tabs.create"": 2, ""chrome.windows.create"": 1}","{""addEventListener"": 109}"
gppamlllmfcimopmdgihgaedoohmdiao_1.2.zip,"[""scripting"", ""tabs""]","{""localStorage.getItem"": 8, ""localStorage.setItem"": 6}",{},"{""document.querySelector"": 19, ""document.createElement"": 7, ""new MutationObserver"": 2, ""setTimeout"": 2, ""document.getElementById"": 1}","{""addEventListener"": 6}"
ldhdipkofibjleihomflebfklhadikio_2.0.0.zip,"[""storage"", ""activeTab""]","{""localStorage.setItem"": 19, ""localStorage.getItem"": 12, ""document.cookie"": 1, ""navigator.clipboard.writeText"": 1}","{""fetch"": 27}","{""document.createElement"": 133, ""document.querySelector"": 50, ""setTimeout"": 10, ""document.getElementById"": 9, ""chrome.tabs.create"": 2}","{""addEventListener"": 31}"
efjofikckhmkbafdpdjghgbfpjanflkc_0.0.1.zip,"[""storage""]",{},"{""fetch"": 1}","{""document.querySelector"": 8, ""document.getElementById"": 5, ""document.createElement"": 2, ""new MutationObserver"": 2, ""setInterval"": 2, ""setTimeout"": 1}","{""addEventListener"": 5}"
nglkbfgmfiojfiopeamadheagaiaofnb_0.6.2.zip,"[""storage""]","{""sessionStorage.setItem"": 1, ""sessionStorage.getItem"": 1}","{""fetch"": 3}","{""document.querySelector"": 18, ""document.createElement"": 8, ""setTimeout"": 5, ""new MutationObserver"": 3}","{""addEventListener"": 9}"
emefabnoikndfpgjaeahgmhgpekidpka_1.0.zip,[],{},{},"{""setTimeout"": 12, ""document.createElement"": 8, ""document.getElementById"": 2, ""window.open"": 2}","{""addEventListener"": 13}"
igdbmndmioekgkiklejkgbjjpcghnhjb_1.0.1.zip,"[""contextMenus"", ""activeTab""]",{},{},"{""setTimeout"": 14, ""document.createElement"": 6, ""document.querySelector"": 1, ""document.getElementById"": 1}","{""addEventListener"": 9, ""chrome.contextMenus.create"": 1}"
hdnoknmhhhcbjnbfjfadhebmhmcnlgjh_0.38.18.zip,"[""scripting"", ""identity"", ""identity.email""]","{""localStorage.setItem"": 9, ""localStorage.getItem"": 7, ""indexedDB.open"": 4, ""store.put"": 2, ""navigator.clipboard.writeText"": 1, ""document.cookie"": 1}","{""fetch"": 21, ""navigator.sendBeacon"": 2, ""new XMLHttpRequest"": 1, ""chrome.identity.getAuthToken"": 1}","{""document.createElement"": 154, ""setTimeout"": 91, ""document.querySelector"": 85, ""element.style"": 22, ""setInterval"": 10, ""document.getElementById"": 9, ""new MutationObserver"": 9, ""window.open"": 9, ""element.innerHTML"": 7, ""chrome.tabs.create"": 2}","{""addEventListener"": 148}"
jpambjadkjanfdcochbmmecgkkggmkfg_1.5.10.zip,"[""activeTab"", ""contextMenus"", ""notifications"", ""storage"", ""alarms"", ""gcm""]","{""document.cookie"": 12, ""localStorage.setItem"": 11, ""localStorage.getItem"": 7, ""new Blob"": 1, ""sessionStorage.setItem"": 1, ""sessionStorage.getItem"": 1}","{""fetch"": 97, ""new XMLHttpRequest"": 5, ""navigator.sendBeacon"": 2}","{""document.createElement"": 43, ""setTimeout"": 35, ""document.querySelector"": 12, ""setInterval"": 10, ""window.open"": 6, ""canvas.getContext"": 3, ""chrome.tabs.executeScript"": 2, ""chrome.notifications.create"": 2, ""chrome.tabs.create"": 1}","{""addEventListener"": 42, ""chrome.contextMenus.create"": 2, ""chrome.notifications.onClicked.addListener"": 2, ""chrome.alarms.create"": 1}"
ojdgjkogjcjagokfgmmpelgkiaadfdgh_1.4.zip,"[""activeTab"", ""tabs"", ""storage""]","{""navigator.clipboard.writeText"": 1}","{""fetch"": 2}","{""document.getElementById"": 45, ""setTimeout"": 4}","{""addEventListener"": 2}"
aphmhjkmfkafhgkmchogjcbmmbmialma_0.1.zip,[],{},"{""fetch"": 3}","{""document.createElement"": 2, ""document.querySelector"": 2}",{}
anhdciebelpifhhapcolchapbgeakgik_1.2.zip,"[""clipboardRead"", ""clipboardWrite""]","{""new Blob"": 2, ""navigator.clipboard.readText"": 1, ""navigator.clipboard.writeText"": 1}",{},"{""document.getElementById"": 41, ""document.createElement"": 4, ""window.open"": 1}","{""addEventListener"": 13}"
iioadininjgjimmohknmonhgfppjfjje_0.0.2.zip,"[""storage""]",{},{},"{""document.querySelector"": 55, ""document.createElement"": 14, ""setTimeout"": 3, ""chrome.tabs.create"": 1, ""new MutationObserver"": 1}","{""addEventListener"": 24}"
lbdnddabdjhmnlclmaaigiaemebgcgpe_1.0.2.00.zip,"[""scripting"", ""storage"", ""background""]","{""localStorage.setItem"": 9, ""localStorage.getItem"": 7, ""new Blob"": 3}","{""fetch"": 45}","{""document.createElement"": 154, ""setTimeout"": 123, ""document.querySelector"": 84, ""element.style"": 22, ""window.open"": 13, ""setInterval"": 11, ""chrome.tabs.create"": 10, ""new MutationObserver"": 9, ""element.innerHTML"": 7, ""document.getElementById"": 4}","{""addEventListener"": 138}"
mianinnhekieincifleeohfjojpdegib_3.0.0.zip,"[""scripting""]","{""localStorage.setItem"": 11, ""localStorage.getItem"": 9, ""file.name"": 4}","{""fetch"": 8, ""new XMLHttpRequest"": 3}","{""document.createElement"": 155, ""setTimeout"": 97, ""document.querySelector"": 73, ""element.style"": 26, ""element.innerHTML"": 14, ""window.open"": 12, ""new MutationObserver"": 9, ""setInterval"": 9, ""document.getElementById"": 3, ""chrome.windows.create"": 1}","{""addEventListener"": 125}"
boopggfapjaffppjmldgifjkgemgkgfd_12.4.4.zip,"[""contextMenus"", ""scripting"", ""storage""]","{""localStorage.setItem"": 25, ""localStorage.getItem"": 20, ""new Blob"": 12, ""file.name"": 2, ""navigator.clipboard.writeText"": 1}","{""fetch"": 218, ""new XMLHttpRequest"": 11}","{""document.createElement"": 341, ""setTimeout"": 191, ""document.querySelector"": 176, ""element.style"": 44, ""setInterval"": 37, ""new MutationObserver"": 27, ""window.open"": 24, ""element.innerHTML"": 14, ""document.getElementById"": 5}","{""addEventListener"": 322}"
afjgphhchlkmdkknobhhbhoghopepmcg_1.0.zip,[],"{""document.cookie"": 4, ""localStorage.setItem"": 3, ""localStorage.getItem"": 3, ""sessionStorage.setItem"": 2, ""new Blob"": 1, ""sessionStorage.getItem"": 1, ""navigator.clipboard.writeText"": 1}","{""fetch"": 16, ""new XMLHttpRequest"": 1}","{""setTimeout"": 28, ""document.createElement"": 10, ""document.querySelector"": 3, ""setInterval"": 2, ""document.getElementById"": 1, ""window.open"": 1}","{""addEventListener"": 30, ""chrome.contextMenus.create"": 2}"
dkljanhbbppoejlcnhhcehkffnecmpba_0.4.2.zip,"[""offscreen"", ""alarms"", ""storage""]","{""localStorage.setItem"": 1}","{""fetch"": 10, ""new XMLHttpRequest"": 1}","{""setTimeout"": 19, ""document.createElement"": 10, ""setInterval"": 1}","{""addEventListener"": 14}"
lcblhgplmpgpmnmnochlcdbickjnemfe_1.2.1.zip,[],"{""localStorage.getItem"": 8, ""new Blob"": 3, ""store.put"": 2, ""indexedDB.open"": 1, ""localStorage.setItem"": 1}","{""fetch"": 26, ""new XMLHttpRequest"": 5, ""navigator.sendBeacon"": 2}","{""setTimeout"": 63, ""document.createElement"": 14, ""document.querySelector"": 4, ""document.getElementById"": 3, ""setInterval"": 3, ""window.open"": 2, ""chrome.tabs.create"": 1}","{""addEventListener"": 59, ""window.prompt"": 1}"
bndnnbmmdnmmfegbflohfhgbcbhecmpe_1.1.zip,"[""storage"", ""sidePanel""]",{},{},"{""document.getElementById"": 23, ""document.createElement"": 1}","{""addEventListener"": 10}"
bkpfgkpelhkfdgnljgldpfiahjaffjfe_1.0.zip,"[""activeTab"", ""tabs"", ""scripting"", ""sidePanel""]","{""localStorage.setItem"": 4, ""localStorage.getItem"": 4, ""navigator.clipboard.writeText"": 1}","{""fetch"": 3}","{""document.getElementById"": 17, ""document.querySelector"": 3, ""setTimeout"": 2, ""document.createElement"": 1}","{""addEventListener"": 7, ""chrome.tabs.onActivated.addListener"": 1}"
ikhoekkhlkebhbajonjpgoaepnlkkelk_1.2.5.zip,"[""identity"", ""identity.email"", ""storage"", ""sidePanel"", ""tabs"", ""activeTab"", ""windows""]","{""navigator.clipboard.writeText"": 10, ""new Blob"": 5, ""localStorage.setItem"": 4, ""localStorage.getItem"": 2, ""file.name"": 1, ""sessionStorage.setItem"": 1, ""sessionStorage.getItem"": 1}","{""fetch"": 45, ""chrome.identity.getAuthToken"": 2}","{""document.getElementById"": 100, ""setTimeout"": 24, ""document.querySelector"": 21, ""document.createElement"": 14, ""setInterval"": 5, ""new MutationObserver"": 1, ""chrome.windows.create"": 1}","{""addEventListener"": 35}"
miblnffmkmipekocacgemehmfkaapldc_1.1.zip,"[""storage""]","{""localStorage.setItem"": 9, ""localStorage.getItem"": 3, ""navigator.clipboard.writeText"": 3, ""file.name"": 2, ""new Blob"": 1}",{},"{""document.getElementById"": 38, ""document.createElement"": 15, ""setTimeout"": 4}","{""addEventListener"": 20}"
mbgbeafnenfaffpbpkincpgpepjhekbm_4.4.0.zip,"[""storage"", ""activeTab"", ""contextMenus"", ""tabs"", ""unlimitedStorage"", ""identity"", ""identity.email""]","{""document.cookie"": 44, ""new Blob"": 24, ""localStorage.setItem"": 12, ""localStorage.getItem"": 12}","{""fetch"": 312, ""new XMLHttpRequest"": 12, ""navigator.sendBeacon"": 8}","{""setTimeout"": 221, ""document.querySelector"": 188, ""document.createElement"": 88, ""document.getElementById"": 56, ""setInterval"": 40, ""new MutationObserver"": 13, ""chrome.tabs.create"": 8}","{""addEventListener"": 528, ""chrome.contextMenus.create"": 2}"
inpjhnjfkjaibkkpcdhibhiccnndljnf_0.12.4.zip,"[""tabs"", ""webNavigation""]",{},{},"{""document.createElement"": 11, ""setTimeout"": 7, ""document.querySelector"": 5, ""element.style"": 4, ""chrome.tabs.create"": 1, ""document.getElementById"": 1, ""new MutationObserver"": 1}","{""addEventListener"": 24, ""document.onmousemove"": 2}"
khjifiimcpfmohmjgchdoblldggfedab_1.0.zip,"[""storage"", ""webRequest"", ""webRequestBlocking"", ""scripting"", ""activeTab""]","{""new Blob"": 1}","{""new WebSocket"": 1}","{""document.getElementById"": 11, ""setTimeout"": 3, ""document.createElement"": 1}","{""addEventListener"": 9}"
ddckgaghknhknbflhpkdnjjnoghljldf_2.0.0.zip,"[""activeTab"", ""storage""]","{""localStorage.getItem"": 3}","{""fetch"": 2}","{""document.querySelector"": 4, ""setTimeout"": 3, ""setInterval"": 2, ""chrome.tabs.create"": 1}","{""addEventListener"": 3}"
eblhkbddhjaaonkbanlnlghcegcmojkh_1.0.2.zip,"[""storage""]",{},{},"{""document.getElementById"": 1}","{""addEventListener"": 2}"
gepanmdpmihmehobgpmjfipmglgnihkg_1.0.3.zip,"[""storage"", ""activeTab""]","{""localStorage.setItem"": 1, ""localStorage.getItem"": 1}","{""fetch"": 3, ""new XMLHttpRequest"": 2}","{""setTimeout"": 16, ""document.createElement"": 5, ""document.querySelector"": 2}","{""addEventListener"": 12}"
pdobhpebaieggeagodjmocmfjjiomcok_1.0.1.3.zip,"[""scripting"", ""storage"", ""background""]","{""localStorage.setItem"": 9, ""localStorage.getItem"": 7, ""new Blob"": 3}","{""fetch"": 45}","{""document.createElement"": 158, ""setTimeout"": 126, ""document.querySelector"": 84, ""element.style"": 22, ""setInterval"": 15, ""window.open"": 14, ""new MutationObserver"": 11, ""chrome.tabs.create"": 10, ""element.innerHTML"": 7, ""document.getElementById"": 4, ""chrome.windows.create"": 1}","{""addEventListener"": 140}"
lkblcdhccdkhofdbghemdbflainkkphl_4.2.5.zip,"[""storage"", ""unlimitedStorage""]","{""new Blob"": 8, ""file.name"": 1, ""localStorage.setItem"": 1, ""indexedDB.open"": 1, ""navigator.clipboard.writeText"": 1}","{""fetch"": 23, ""new XMLHttpRequest"": 22, ""navigator.sendBeacon"": 2}","{""setTimeout"": 249, ""document.createElement"": 74, ""document.querySelector"": 29, ""setInterval"": 17, ""document.getElementById"": 14, ""new MutationObserver"": 8, ""window.open"": 2}","{""addEventListener"": 191}"
gbonganehfmbcgchgljpbmepfnolknfh_1.0.0.zip,"[""sidePanel"", ""storage""]","{""indexedDB.open"": 3, ""document.cookie"": 1}","{""fetch"": 18}","{""document.getElementById"": 43, ""setTimeout"": 25, ""element.style"": 18, ""document.createElement"": 11, ""document.querySelector"": 6, ""setInterval"": 4, ""window.open"": 1}","{""addEventListener"": 43}"
mhkpnihpnaoplickhmehbbldcafnedmh_1.1.zip,"[""activeTab"", ""storage"", ""scripting"", ""cookies""]",{},"{""fetch"": 58, ""new WebSocket"": 2}","{""setTimeout"": 8, ""document.querySelector"": 3, ""document.getElementById"": 3}","{""addEventListener"": 5}"
kngaokmkbhhiebflgciikcjnhlehppnh_2.2.3.0.zip,"[""activeTab"", ""scripting"", ""storage"", ""identity"", ""redirect_url""]","{""new Blob"": 1}","{""fetch"": 42}","{""document.createElement"": 58, ""document.getElementById"": 42, ""document.querySelector"": 23, ""element.style"": 15, ""setTimeout"": 14, ""setInterval"": 2, ""window.open"": 1}","{""addEventListener"": 64}"
kchleiedjeafhpkmcgnheeghnipiilgh_0.0.2.zip,"[""storage""]",{},{},"{""setTimeout"": 29, ""document.createElement"": 14, ""document.querySelector"": 8, ""setInterval"": 4, ""document.getElementById"": 2, ""new MutationObserver"": 1}","{""addEventListener"": 37, ""window.prompt"": 1}"
nmihkcakhpccmdhoifppbgeoapjaanno_4.23.0.zip,"[""contextMenus"", ""clipboardRead"", ""storage""]","{""document.cookie"": 47, ""new Blob"": 23, ""localStorage.getItem"": 5, ""localStorage.setItem"": 4, ""navigator.clipboard.readText"": 1}","{""fetch"": 53, ""new XMLHttpRequest"": 23, ""navigator.sendBeacon"": 2, ""new WebSocket"": 1, ""new RTCPeerConnection"": 1}","{""document.querySelector"": 254, ""document.createElement"": 217, ""setTimeout"": 193, ""document.getElementById"": 130, ""new MutationObserver"": 20, ""setInterval"": 7, ""chrome.tabs.create"": 6, ""chrome.windows.create"": 3, ""canvas.getContext"": 2, ""element.innerHTML"": 1}","{""addEventListener"": 156, ""chrome.contextMenus.create"": 1}"
nijhgcgpkieehggfehcfelnpbpjbapap_1.50.zip,"[""storage"", ""downloads"", ""identity""]","{""navigator.clipboard.writeText"": 5, ""file.name"": 3, ""new Blob"": 1}","{""fetch"": 9, ""chrome.identity.getAuthToken"": 4}","{""document.querySelector"": 62, ""document.getElementById"": 50, ""setTimeout"": 17, ""setInterval"": 3, ""document.createElement"": 3, ""new MutationObserver"": 1, ""chrome.tabs.create"": 1}","{""addEventListener"": 57}"
hpdjijkpblanblfehlnbjiljdcmpjcdc_4.1.1.zip,"[""tabs"", ""tabCapture"", ""scripting""]","{""new Blob"": 1}","{""fetch"": 7, ""new WebSocket"": 2}","{""setTimeout"": 49, ""document.getElementById"": 11, ""document.createElement"": 10, ""document.querySelector"": 8, ""window.open"": 5, ""chrome.tabs.create"": 2}","{""addEventListener"": 16}"
omehanmapldmkfhkcpiigghpikigegol_1.2.zip,"[""storage""]","{""navigator.clipboard.writeText"": 2}","{""fetch"": 11}","{""setTimeout"": 14, ""document.getElementById"": 9, ""document.createElement"": 2, ""window.open"": 1, ""document.querySelector"": 1, ""new MutationObserver"": 1}","{""addEventListener"": 10}"
fjnnhfcaicoeabnjnpgcabinehonmbmm_1.2.zip,"[""activeTab"", ""scripting"", ""storage"", ""contextMenus"", ""tabs""]",{},"{""fetch"": 3}","{""document.createElement"": 45, ""document.querySelector"": 21, ""document.getElementById"": 17, ""setTimeout"": 13, ""new MutationObserver"": 7, ""setInterval"": 4}","{""addEventListener"": 15}"
gmdpjnpdojjhpfcphepgppfmnmggkmph_1.1.zip,"[""activeTab"", ""scripting""]",{},{},"{""document.querySelector"": 3, ""document.getElementById"": 3}","{""addEventListener"": 1}"
jhhipghcekipkmegcpmgpcglmchiajjp_0.1.3.zip,"[""activeTab"", ""scripting"", ""identity""]","{""localStorage.getItem"": 11, ""localStorage.setItem"": 9, ""document.cookie"": 2, ""new Blob"": 1}","{""fetch"": 1, ""new XMLHttpRequest"": 1}","{""setTimeout"": 35, ""document.createElement"": 32, ""document.querySelector"": 10, ""setInterval"": 4, ""document.getElementById"": 3, ""new MutationObserver"": 2, ""canvas.getContext"": 2, ""window.open"": 2}","{""addEventListener"": 37}"
fdecmpcjekkifmllbbalhhcipgfiaoch_1.3.1.zip,"[""activeTab"", ""declarativeContent"", ""notifications"", ""storage"", ""https://*.twitch.tv/"", ""tabs""]",{},"{""fetch"": 1}","{""document.querySelector"": 19, ""document.createElement"": 11, ""setInterval"": 3, ""new MutationObserver"": 2, ""setTimeout"": 2, ""chrome.tabs.executeScript"": 1, ""chrome.notifications.create"": 1, ""document.getElementById"": 1}","{""addEventListener"": 41, ""chrome.notifications.onClicked.addListener"": 1}"
kacceiomkmbogkahfpgenakgdonlomlm_0.0.9.zip,[],{},{},"{""document.querySelector"": 6, ""window.open"": 3, ""chrome.windows.create"": 1}","{""addEventListener"": 3}"
lnlmpcjimppmaiiehgpjhipmpalhopei_1.30.zip,"[""tabs"", ""storage"", ""windows"", ""identity"", ""clipboardWrite"", ""clipboardRead""]",{},"{""fetch"": 19}","{""document.getElementById"": 64, ""document.querySelector"": 28, ""document.createElement"": 12, ""setTimeout"": 12, ""setInterval"": 3, ""chrome.windows.create"": 1, ""new MutationObserver"": 1}","{""addEventListener"": 29}"
hemlnadbbbohenalfakgcpbnfkokpfba_1.5.zip,"[""storage""]",{},{},"{""document.createElement"": 2, ""document.getElementById"": 1, ""document.querySelector"": 1, ""new MutationObserver"": 1, ""setTimeout"": 1}","{""addEventListener"": 5}"
bfnejpfejlkpnedcnmcahllkieplpepo_24.3.20.zip,"[""storage""]",{},{},"{""setTimeout"": 17, ""document.createElement"": 7, ""document.querySelector"": 4, ""setInterval"": 3, ""new MutationObserver"": 1}","{""addEventListener"": 27}"
nlgngfnpelebomfkimkbcncholacfmef_1.0.zip,"[""activeTab""]",{},{},"{""document.createElement"": 6, ""setTimeout"": 5, ""document.querySelector"": 3, ""document.getElementById"": 1, ""element.style"": 1, ""new MutationObserver"": 1}","{""addEventListener"": 8}"
gdfggcodoahfnnbbemopfhojeceacbfp_1.0.zip,[],{},"{""fetch"": 1}","{""setInterval"": 1}",{}
njclfjfinkmkkcepipmeelfmbklbbdek_2.0.1.zip,"[""activeTab"", ""scripting"", ""contextMenus"", ""identity"", ""storage"", ""tabs""]","{""document.cookie"": 2, ""new Blob"": 1}","{""fetch"": 33, ""chrome.identity.getAuthToken"": 2, ""new XMLHttpRequest"": 1}","{""setTimeout"": 16, ""document.getElementById"": 12, ""document.querySelector"": 6, ""document.createElement"": 5, ""new MutationObserver"": 3, ""chrome.tabs.create"": 2, ""chrome.windows.create"": 1, ""setInterval"": 1}","{""addEventListener"": 10, ""chrome.contextMenus.create"": 1}"
hhjmnecplfpeiejjalblmfpfkhidgiak_1.6.4.zip,"[""tabs"", ""storage""]","{""localStorage.setItem"": 1, ""localStorage.getItem"": 1, ""navigator.clipboard.writeText"": 1}","{""fetch"": 4, ""new XMLHttpRequest"": 2}","{""setTimeout"": 57, ""document.getElementById"": 55, ""document.createElement"": 35, ""element.style"": 21, ""document.querySelector"": 14, ""canvas.getContext"": 6, ""element.innerHTML"": 3, ""setInterval"": 2, ""window.open"": 1, ""chrome.tabs.create"": 1, ""new MutationObserver"": 1}","{""addEventListener"": 72}"
